Date,Open,High,Low,Close,Adj Close,Volume
2014-01-02,16.549999,16.549999,16.549999,16.549999,14.425357,0
2014-01-03,16.549999,16.549999,16.549999,16.549999,14.425357,0
2014-01-06,16.559999,16.559999,16.559999,16.559999,14.434072,0
2014-01-07,16.600000,16.600000,16.600000,16.600000,14.468938,0
2014-01-08,16.600000,16.600000,16.600000,16.600000,14.468938,0
2014-01-09,16.559999,16.559999,16.559999,16.559999,14.434072,0
2014-01-10,16.690001,16.690001,16.690001,16.690001,14.547385,0
2014-01-13,16.610001,16.610001,16.610001,16.610001,14.477654,0
2014-01-14,16.680000,16.680000,16.680000,16.680000,14.538668,0
2014-01-15,16.730000,16.730000,16.730000,16.730000,14.582248,0
2014-01-16,16.690001,16.690001,16.690001,16.690001,14.547385,0
2014-01-17,16.639999,16.639999,16.639999,16.639999,14.503802,0
2014-01-21,16.700001,16.700001,16.700001,16.700001,14.556100,0
2014-01-22,16.740000,16.740000,16.740000,16.740000,14.590964,0
2014-01-23,16.590000,16.590000,16.590000,16.590000,14.460220,0
2014-01-24,16.200001,16.200001,16.200001,16.200001,14.120289,0
2014-01-27,16.070000,16.070000,16.070000,16.070000,14.006978,0
2014-01-28,16.180000,16.180000,16.180000,16.180000,14.102858,0
2014-01-29,16.090000,16.090000,16.090000,16.090000,14.024410,0
2014-01-30,16.100000,16.100000,16.100000,16.100000,14.033128,0
2014-01-31,15.990000,15.990000,15.990000,15.990000,13.937247,0
2014-02-03,15.690000,15.690000,15.690000,15.690000,13.675760,0
2014-02-04,15.740000,15.740000,15.740000,15.740000,13.719341,0
2014-02-05,15.760000,15.760000,15.760000,15.760000,13.736775,0
2014-02-06,16.000000,16.000000,16.000000,16.000000,13.945965,0
2014-02-07,16.180000,16.180000,16.180000,16.180000,14.102858,0
2014-02-10,16.190001,16.190001,16.190001,16.190001,14.111573,0
2014-02-11,16.389999,16.389999,16.389999,16.389999,14.285897,0
2014-02-12,16.440001,16.440001,16.440001,16.440001,14.329479,0
2014-02-13,16.480000,16.480000,16.480000,16.480000,14.364344,0
2014-02-14,16.559999,16.559999,16.559999,16.559999,14.434072,0
2014-02-18,16.660000,16.660000,16.660000,16.660000,14.521234,0
2014-02-19,16.639999,16.639999,16.639999,16.639999,14.503802,0
2014-02-20,16.639999,16.639999,16.639999,16.639999,14.503802,0
2014-02-21,16.690001,16.690001,16.690001,16.690001,14.547385,0
2014-02-24,16.799999,16.799999,16.799999,16.799999,14.643262,0
2014-02-25,16.809999,16.809999,16.809999,16.809999,14.651978,0
2014-02-26,16.770000,16.770000,16.770000,16.770000,14.617113,0
2014-02-27,16.840000,16.840000,16.840000,16.840000,14.678127,0
2014-02-28,16.959999,16.959999,16.959999,16.959999,14.782721,0
2014-03-03,16.629999,16.629999,16.629999,16.629999,14.495086,0
2014-03-04,16.959999,16.959999,16.959999,16.959999,14.782721,0
2014-03-05,16.930000,16.930000,16.930000,16.930000,14.756574,0
2014-03-06,17.049999,17.049999,17.049999,17.049999,14.861167,0
2014-03-07,16.969999,16.969999,16.969999,16.969999,14.791438,0
2014-03-10,16.879999,16.879999,16.879999,16.879999,14.712992,0
2014-03-11,16.820000,16.820000,16.820000,16.820000,14.660694,0
2014-03-12,16.719999,16.719999,16.719999,16.719999,14.573533,0
2014-03-13,16.510000,16.510000,16.510000,16.510000,14.390492,0
2014-03-14,16.480000,16.480000,16.480000,16.480000,14.364344,0
2014-03-17,16.629999,16.629999,16.629999,16.629999,14.495086,0
2014-03-18,16.740000,16.740000,16.740000,16.740000,14.590964,0
2014-03-19,16.639999,16.639999,16.639999,16.639999,14.503802,0
2014-03-20,16.549999,16.549999,16.549999,16.549999,14.425357,0
2014-03-21,16.490000,16.490000,16.490000,16.490000,14.373058,0
2014-03-24,16.480000,16.480000,16.480000,16.480000,14.364344,0
2014-03-25,16.570000,16.570000,16.570000,16.570000,14.442789,0
2014-03-26,16.610001,16.610001,16.610001,16.610001,14.477654,0
2014-03-27,16.580000,16.580000,16.580000,16.580000,14.451507,0
2014-03-28,16.670000,16.670000,16.670000,16.670000,14.529951,0
2014-03-31,16.799999,16.799999,16.799999,16.799999,14.643262,0
2014-04-01,16.959999,16.959999,16.959999,16.959999,14.782721,0
2014-04-02,16.980000,16.980000,16.980000,16.980000,14.800154,0
2014-04-03,16.910000,16.910000,16.910000,16.910000,14.739141,0
