Date,Open,High,Low,Close,Adj Close,Volume
2014-01-02,21.709999,21.709999,21.709999,21.709999,21.145197,0
2014-01-03,21.610001,21.610001,21.610001,21.610001,21.047802,0
2014-01-06,21.530001,21.530001,21.530001,21.530001,20.969885,0
2014-01-07,21.650000,21.650000,21.650000,21.650000,21.086760,0
2014-01-08,21.520000,21.520000,21.520000,21.520000,20.960144,0
2014-01-09,21.340000,21.340000,21.340000,21.340000,20.784822,0
2014-01-10,21.540001,21.540001,21.540001,21.540001,20.979622,0
2014-01-13,21.580000,21.580000,21.580000,21.580000,21.018583,0
2014-01-14,21.750000,21.750000,21.750000,21.750000,21.184158,0
2014-01-15,21.770000,21.770000,21.770000,21.770000,21.203638,0
2014-01-16,21.719999,21.719999,21.719999,21.719999,21.154938,0
2014-01-17,21.540001,21.540001,21.540001,21.540001,20.979622,0
2014-01-21,21.559999,21.559999,21.559999,21.559999,20.999098,0
2014-01-22,21.610001,21.610001,21.610001,21.610001,21.047802,0
2014-01-23,21.290001,21.290001,21.290001,21.290001,20.736128,0
2014-01-24,20.770000,20.770000,20.770000,20.770000,20.229650,0
2014-01-27,20.530001,20.530001,20.530001,20.530001,19.995901,0
2014-01-28,20.639999,20.639999,20.639999,20.639999,20.103035,0
2014-01-29,20.320000,20.320000,20.320000,20.320000,19.791357,0
2014-01-30,20.480000,20.480000,20.480000,20.480000,19.947199,0
2014-01-31,20.430000,20.430000,20.430000,20.430000,19.898500,0
2014-02-03,19.950001,19.950001,19.950001,19.950001,19.430988,0
2014-02-04,20.180000,20.180000,20.180000,20.180000,19.655005,0
2014-02-05,20.110001,20.110001,20.110001,20.110001,19.586824,0
2014-02-06,20.500000,20.500000,20.500000,20.500000,19.966679,0
2014-02-07,20.629999,20.629999,20.629999,20.629999,20.093294,0
2014-02-10,20.440001,20.440001,20.440001,20.440001,19.908241,0
2014-02-11,20.730000,20.730000,20.730000,20.730000,20.190695,0
2014-02-12,20.760000,20.760000,20.760000,20.760000,20.219915,0
2014-02-13,20.740000,20.740000,20.740000,20.740000,20.200434,0
2014-02-14,20.959999,20.959999,20.959999,20.959999,20.414711,0
2014-02-18,20.980000,20.980000,20.980000,20.980000,20.434193,0
2014-02-19,20.809999,20.809999,20.809999,20.809999,20.268612,0
2014-02-20,20.850000,20.850000,20.850000,20.850000,20.307571,0
2014-02-21,20.959999,20.959999,20.959999,20.959999,20.414711,0
2014-02-24,21.080000,21.080000,21.080000,21.080000,20.531590,0
2014-02-25,21.010000,21.010000,21.010000,21.010000,20.463409,0
2014-02-26,20.990000,20.990000,20.990000,20.990000,20.443933,0
2014-02-27,21.240000,21.240000,21.240000,21.240000,20.687428,0
2014-02-28,21.299999,21.299999,21.299999,21.299999,20.745865,0
2014-03-03,20.959999,20.959999,20.959999,20.959999,20.414711,0
2014-03-04,21.280001,21.280001,21.280001,21.280001,20.726387,0
2014-03-05,21.420000,21.420000,21.420000,21.420000,20.862741,0
2014-03-06,21.680000,21.680000,21.680000,21.680000,21.115980,0
2014-03-07,21.549999,21.549999,21.549999,21.549999,20.989363,0
2014-03-10,21.410000,21.410000,21.410000,21.410000,20.853003,0
